director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
JohnLuessenhop,GunnarHansen,KeramMalicki-Sánchez,ShaunSipos,"horror,thriller",Texas Chainsaw 3D,"GunnarHansen KeramMalicki-Sánchez ShaunSipos JohnLuessenhop horror,thriller chainsaw,halloween,mansion,massacre,texas"
JonAmiel,WilliamMcNamara,HollyHunter,HarryConnickJr.,"crime,drama,mystery,thriller",Copycat,"WilliamMcNamara HollyHunter HarryConnickJr. JonAmiel crime,drama,mystery,thriller agoraphobia,copycatmurder,detective,psychologist,serialkiller"
MalcolmD.Lee,MarisaSaks,SnoopDogg,MollyShannon,comedy,Scary Movie 5,"MarisaSaks SnoopDogg MollyShannon MalcolmD.Lee comedy 2010s,ape,ballet,psychic,supernatural"
JoshuaLogan,ClintEastwood,LeeMarvin,RayWalston,"comedy,drama,musical,romance,western",Paint Your Wagon,"ClintEastwood LeeMarvin RayWalston JoshuaLogan comedy,drama,musical,romance,western california,farmer,gold,mining,prospector"
GusVanSant,JamesFranco,DenisO'Hare,LucasGrabeel,"biography,drama,history",Milk,"JamesFranco DenisO'Hare LucasGrabeel GusVanSant biography,drama,history california,gay,gayactivist,gaypickup,gayrights"
KevinReynolds,PeterFirth,JanCornet,MaríaBotto,"action,adventure,drama,mystery",Risen,"PeterFirth JanCornet MaríaBotto KevinReynolds action,adventure,drama,mystery biblical,crucifixion,judea,resurrection,romansoldier"
SteveBeck,IsaiahWashington,RonEldard,FrancescaRettondini,horror,Ghost Ship,"IsaiahWashington RonEldard FrancescaRettondini SteveBeck horror decapitation,ghostship,passenger,severedhead,torsocutinhalf"
ToddStrauss-Schulson,PattonOswalt,ThomasLennon,PaulaGarcés,"adventure,comedy",A Very Harold & Kumar 3D Christmas,"PattonOswalt ThomasLennon PaulaGarcés ToddStrauss-Schulson adventure,comedy christmas,christmastree,fire,newyorkcity,stoner"
JohnMcNaughton,BillMurray,RobertWagner,JeffPerry,"crime,drama,mystery,thriller",Wild Things,"BillMurray RobertWagner JeffPerry JohnMcNaughton crime,drama,mystery,thriller eroticthriller,forbiddensex,lesbiansex,sexwithastudent,taboosex"
NelsonMcCormick,SelaWard,PaigeTurco,SkylerSamuels,"crime,thriller",The Stepfather,"SelaWard PaigeTurco SkylerSamuels NelsonMcCormick crime,thriller headdunkedinwater,militaryschool,plasticbag,playingavideogame,suffocating"
JohnMadden,TomWilkinson,JesperChristensen,RomiAboulafia,"drama,thriller",The Debt,"TomWilkinson JesperChristensen RomiAboulafia JohnMadden drama,thriller eastberlin,kievukraine,mossad,nazi,naziwarcriminal"
StephenFrears,DrakeBell,LiliTaylor,LisaBonet,"comedy,drama,music,romance",High Fidelity,"DrakeBell LiliTaylor LisaBonet StephenFrears comedy,drama,music,romance employeremployeerelationship,recordstore,store,thirtysomething,vinyl"
EricValette,JohnnyLewis,JasonBeghe,MargaretCho,"horror,mystery",One Missed Call,"JohnnyLewis JasonBeghe MargaretCho EricValette horror,mystery death,liftingsomeoneintotheair,telephone,telephonecall,voicemail"
JohnSchlesinger,JoeMantegna,BeverlyD'Angelo,PhilipBakerHall,"crime,drama,thriller",Eye for an Eye,"JoeMantegna BeverlyD'Angelo PhilipBakerHall JohnSchlesinger crime,drama,thriller justice,rape,selfdefense,supportgroup,vigilante"
RogerDonaldson,JasonStatham,SaffronBurrows,DanielMays,"crime,drama,romance,thriller",The Bank Job,"JasonStatham SaffronBurrows DanielMays RogerDonaldson crime,drama,romance,thriller chase,heist,londonengland,mobster,safedeposit"
MichelGondry,KateWinslet,KirstenDunst,TomWilkinson,"drama,fantasy,romance,sci-fi",Eternal Sunshine of the Spotless Mind,"KateWinslet KirstenDunst TomWilkinson MichelGondry drama,fantasy,romance,sci-fi borderlinepersonalitydisorder,loneliness,memory,playingagainsttype,retrogradenarrative"
AndyFickman,JamieLeeCurtis,JamesWolk,ChristineLakin,"comedy,family,romance",You Again,"JamieLeeCurtis JamesWolk ChristineLakin AndyFickman comedy,family,romance dancing,dog,flight,hostility,travel"
DavidAyer,KeanuReeves,ChrisEvans,NoelGugliemi,"action,crime,drama,thriller",Street Kings,"KeanuReeves ChrisEvans NoelGugliemi DavidAyer action,crime,drama,thriller captain,lapd,murder,undercovercop,violence"
EdgarWright,MichaelSmiley,ThomasLaw,JasperLevine,"action,comedy,sci-fi",The World's End,"MichaelSmiley ThomasLaw JasperLevine EdgarWright action,comedy,sci-fi alcoholic,doppelganger,grouptherapy,selfmutilation,twinactressesfortwinsisters"
AndrewFleming,KayPanabaker,LauraHarring,TateDonovan,"comedy,crime,family,mystery,romance,thriller",Nancy Drew,"KayPanabaker LauraHarring TateDonovan AndrewFleming comedy,crime,family,mystery,romance,thriller chase,clue,detective,moviestar,murder"
MichaelSpierig,JayLaga'aia,DamienGarvey,TiffanyLamb,"action,horror,sci-fi,thriller",Daybreakers,"JayLaga'aia DamienGarvey TiffanyLamb MichaelSpierig action,horror,sci-fi,thriller blood,rationing,vampire,vampiresociety,year2019"
JimFieldSmith,MikeVogel,KimShaw,GeoffStults,"comedy,romance",She's Out of My League,"MikeVogel KimShaw GeoffStults JimFieldSmith comedy,romance airport,airportsecurity,confidence,iphone,love"
ThomasBezucha,LeightonMeester,LukeBracey,BrettCullen,"adventure,comedy,family,romance",Monte Carlo,"LeightonMeester LukeBracey BrettCullen ThomasBezucha adventure,comedy,family,romance cellphone,hotel,misunderstanding,montecarlo,youngwoman"
WilliamBrentBell,AdamGoldberg,FrankieMuniz,SamaireArmstrong,"horror,thriller",Stay Alive,"AdamGoldberg FrankieMuniz SamaireArmstrong WilliamBrentBell horror,thriller countess,gamerealitycrossover,ghost,groupoffriends,tower"
SimonWincer,AlanRickman,TomSelleck,BenMendelsohn,"action,adventure,drama,romance,western",Quigley Down Under,"AlanRickman TomSelleck BenMendelsohn SimonWincer action,adventure,drama,romance,western aborigine,australian,australianaborigine,australianoutback,rancher"
AnthonyBell,KevinSussman,LarryMiller,ChristineLakin,"adventure,animation,comedy,family,romance",Alpha and Omega,"KevinSussman LarryMiller ChristineLakin AnthonyBell adventure,animation,comedy,family,romance arrangedmarriage,geese,idaho,nationalpark,park"
JessicaBendinger,JeffBridges,VanessaLengies,JohnPatrickAmedori,"comedy,drama,sport",Stick It,"JeffBridges VanessaLengies JohnPatrickAmedori JessicaBendinger comedy,drama,sport coach,gymnastics,houstontexas,teenager,texas"
RobertRodriguez,JimmyBennett,LeoHoward,JakeShort,"comedy,family,fantasy",Shorts,"JimmyBennett LeoHoward JakeShort RobertRodriguez comedy,family,fantasy boy,familyrelationships,rock,twin,twoheadedperson"
GusVanSant,KurtwoodSmith,WayneKnight,HollandTaylor,"comedy,crime,drama",To Die For,"KurtwoodSmith WayneKnight HollandTaylor GusVanSant comedy,crime,drama career,fame,murder,newhampshire,television"
HenryJoost,SamiraWiley,MarcJohnJefferies,EmilyMeade,"adventure,crime,mystery,sci-fi,thriller",Nerve,"SamiraWiley MarcJohnJefferies EmilyMeade HenryJoost adventure,crime,mystery,sci-fi,thriller dare,game,knockedout,motorcycle,onlinegame"
EdHarris,ViggoMortensen,JamesGammon,TomBower,"crime,drama,western",Appaloosa,"ViggoMortensen JamesGammon TomBower EdHarris crime,drama,western deputy,friend,hanging,rancher,widow"
JohnCarpenter,SherylLee,Cary-HiroyukiTagawa,MaximilianSchell,"action,horror,thriller",Vampires,"SherylLee Cary-HiroyukiTagawa MaximilianSchell JohnCarpenter action,horror,thriller cross,relic,team,vampire,vampirehunter"
unknown,PabloSevilla,unknown,unknown,"action,adventure,animation,family,fantasy",Yu-Gi-Oh! Duel Monsters,"PabloSevilla unknown unknown unknown action,adventure,animation,family,fantasy anime,basedonmanga,hero,surrealism,zen"
AlfredHitchcock,JanetLeigh,VeraMiles,JohnGavin,"horror,mystery,thriller",Psycho,"JanetLeigh VeraMiles JohnGavin AlfredHitchcock horror,mystery,thriller money,motel,rain,shower,theft"
HowardDeutch,DaneCook,TaranKillam,RikiLindhome,"comedy,romance",My Best Friend's Girl,"DaneCook TaranKillam RikiLindhome HowardDeutch comedy,romance breasts,femalerearnudity,jesuscrustpizzaparlor,thongpanties,wedding"
ShanaFeste,AlexPettyfer,BruceGreenwood,RhysWakefield,"drama,romance",Endless Love,"AlexPettyfer BruceGreenwood RhysWakefield ShanaFeste drama,romance brothersisterrelationship,highschoolgraduation,love,sparkler,unfaithfulhusband"
GarryMarshall,HectorElizondo,ZacharyGordon,JaneFonda,"comedy,drama",Georgia Rule,"HectorElizondo ZacharyGordon JaneFonda GarryMarshall comedy,drama alcoholic,rules,secret,summer,teenager"
SteveRash,Mako,AdamArkin,BillyBarty,comedy,Under the Rainbow,"Mako AdamArkin BillyBarty SteveRash comedy assassin,hotel,japanesetourist,secretservice,wizardofoz"
RichardDonner,MatthewBroderick,JohnWood,LeoMcKern,"adventure,comedy,drama,fantasy",Ladyhawke,"MatthewBroderick JohnWood LeoMcKern RichardDonner adventure,comedy,drama,fantasy bishop,escape,hawk,lady,thief"
MarkStevenJohnson,OliverPlatt,JanHooks,DanaIvey,"comedy,drama,family",Simon Birch,"OliverPlatt JanHooks DanaIvey MarkStevenJohnson comedy,drama,family boy,christmas,christmaspageant,friendship,illegitimateson"
MikeBinder,AdamSandler,DonCheadle,JohndeLancie,drama,Reign Over Me,"AdamSandler DonCheadle JohndeLancie MikeBinder drama college,depression,grief,mentalbreakdown,postseptember112001"
SeanPenn,KristenStewart,WilliamHurt,HalHolbrook,"adventure,biography,drama",Into the Wild,"KristenStewart WilliamHurt HalHolbrook SeanPenn adventure,biography,drama alaska,basedontruestory,malenudity,selfdiscovery,wilderness"
ToddPhillips,JonHeder,SarahSilverman,JacindaBarrett,comedy,School for Scoundrels,"JonHeder SarahSilverman JacindaBarrett ToddPhillips comedy paintball,paintballgun,pepperspray,tennis,whathappenedtoepilogue"
MichaelJ.Bassett,RadhaMitchell,DeborahKaraUnger,MartinDonovan,"adventure,drama,horror,mystery,thriller",Silent Hill: Revelation 3D,"RadhaMitchell DeborahKaraUnger MartinDonovan MichaelJ.Bassett adventure,drama,horror,mystery,thriller 18thbirthday,alternatereality,introduction,nightmare,ontherun"
RobertRodriguez,QuentinTarantino,SalmaHayek,CheechMarin,"crime,fantasy,horror",From Dusk Till Dawn,"QuentinTarantino SalmaHayek CheechMarin RobertRodriguez crime,fantasy,horror brother,humanversusvampire,rapist,stripper,vampire"
FrankNissen,KathSoucie,BrendaBlethyn,JohnFiedler,"animation,family,fantasy,mystery",Pooh's Heffalump Movie,"KathSoucie BrendaBlethyn JohnFiedler FrankNissen animation,family,fantasy,mystery creature,forest,mothersonrelationship,rabbit,winniethepooh"
JodieFoster,RobertDowneyJr.,HollyHunter,SteveGuttenberg,"comedy,drama,romance",Home for the Holidays,"RobertDowneyJr. HollyHunter SteveGuttenberg JodieFoster comedy,drama,romance dinner,gayinterest,gaysibling,homosexual,thanksgiving"
StephenChow,ShengyiHuang,ChiLingChiu,QiuYuen,"action,comedy,crime,fantasy",Kung Fu Hustle,"ShengyiHuang ChiLingChiu QiuYuen StephenChow action,comedy,crime,fantasy 1940s,axe,china,gang,signlanguage"
unknown,LeahRemini,MarkFeuerstein,SharonLawrence,comedy,Fired Up,LeahRemini MarkFeuerstein SharonLawrence unknown comedy sitcom
PeterHastings,HaleyJoelOsment,AlexRocco,StephenRoot,"comedy,family,music,musical",The Country Bears,"HaleyJoelOsment AlexRocco StephenRoot PeterHastings comedy,family,music,musical animalintitle,bear,boxofficeflop,disney,satire"
MarcForster,MustafaHaidari,ShaunToub,KhalidAbdalla,drama,The Kite Runner,"MustafaHaidari ShaunToub KhalidAbdalla MarcForster drama afghanistan,basedonnovel,boy,friend,kite"
AlejandroG.Iñárritu,NaomiWatts,EddieMarsan,DannyHuston,drama,21 Grams,"NaomiWatts EddieMarsan DannyHuston AlejandroG.Iñárritu drama accident,faith,love,mathematician,nonlineartimeline"
PaulAbascal,ColeHauser,TomHollander,KellyCarlson,"action,crime,drama,thriller",Paparazzi,"ColeHauser TomHollander KellyCarlson PaulAbascal action,crime,drama,thriller actor,coma,moviestar,paparazzi,revenge"
CatherineHardwicke,KristenStewart,TaylorLautner,AnnaKendrick,"drama,fantasy,romance",Twilight,"KristenStewart TaylorLautner AnnaKendrick CatherineHardwicke drama,fantasy,romance blood,highschool,love,school,vampire"
ChrisKoch,ThomasLennon,LochlynMunro,JamesBrolin,"comedy,romance",A Guy Thing,"ThomasLennon LochlynMunro JamesBrolin ChrisKoch comedy,romance bachelorparty,climbingatree,taxi,toilet,wedding"
AmyHeckerling,AndyDick,RobertMiano,ZakOrth,"comedy,romance",Loser,"AndyDick RobertMiano ZakOrth AmyHeckerling comedy,romance college,loser,love,newyorkcity,overdose"
MichaelMoore,RonaldReagan,MichaelMoore,BernieSanders,"crime,documentary,news",Capitalism: A Love Story,"RonaldReagan MichaelMoore BernieSanders MichaelMoore crime,documentary,news capitalism,critiqueofcapitalism,investmentbank,marketeconomy,plutocracy"
GeorgeStevens,MartinLandau,CarrollBaker,JoséFerrer,"biography,drama,history",The Greatest Story Ever Told,"MartinLandau CarrollBaker JoséFerrer GeorgeStevens biography,drama,history 70mmfilm,biblicalepic,faith,jewish,kingherod"
BillyRay,JuliaRoberts,MichaelKelly,JoeCole,"crime,drama,mystery,thriller",Secret in Their Eyes,"JuliaRoberts MichaelKelly JoeCole BillyRay crime,drama,mystery,thriller diggingagrave,gravedigging,investigator,police,secret"
JasonFriedberg,CarmenElectra,TonyCox,IkeBarinholtz,comedy,Disaster Movie,"CarmenElectra TonyCox IkeBarinholtz JasonFriedberg comedy disaster,glass,mousetrap,naturaldisaster,scatologicalhumor"
NimródAntal,AndrewFiscella,FredWard,LornaRaver,"action,crime,thriller",Armored,"AndrewFiscella FredWard LornaRaver NimródAntal action,crime,thriller armoredtruck,bloodsplatter,diehardscenario,guard,heist"
JonAmiel,BillMurray,PeterGallagher,JoanneWhalley,"action,comedy,crime,thriller",The Man Who Knew Too Little,"BillMurray PeterGallagher JoanneWhalley JonAmiel action,comedy,crime,thriller assassin,bomb,dominatrix,mistakenidentity,spy"
MarkMylod,ChrisEvans,AriGraynor,EdBegleyJr.,"comedy,romance",What's Your Number?,"ChrisEvans AriGraynor EdBegleyJr. MarkMylod comedy,romance exboyfriend,morningafter,princecharming,quarrel,womanizer"
JamesMather,JosephGilgun,VincentRegan,JackyIdo,"action,adventure,sci-fi,thriller",Lockout,"JosephGilgun VincentRegan JackyIdo JamesMather action,adventure,sci-fi,thriller bodyguard,maximumsecurityprison,outerspace,president,prison"
BarryLevinson,AmyPoehler,ArielGade,SamLerner,comedy,Envy,"AmyPoehler ArielGade SamLerner BarryLevinson comedy bestfriend,dog,envy,jealousy,neighbor"
MarkNeveldine,JasonStatham,CliftonCollinsJr.,DavidCarradine,"action,crime,sci-fi,thriller",Crank: High Voltage,"JasonStatham CliftonCollinsJr. DavidCarradine MarkNeveldine action,crime,sci-fi,thriller artificialheart,heart,horsepenis,prostitute,stripper"
WoodyAllen,JimBroadbent,ChazzPalminteri,DianneWiest,"comedy,crime",Bullets Over Broadway,"JimBroadbent ChazzPalminteri DianneWiest WoodyAllen comedy,crime actress,bodyguard,newyorkcity,play,playwright"
MichaelO.Sajbel,JamesCallis,TiffanyDupont,NimratKaur,"biography,drama,history",One Night with the King,"JamesCallis TiffanyDupont NimratKaur MichaelO.Sajbel biography,drama,history biblical,bookofesther,esther,persia,treachery"
PhillipNoyce,BrendanFraser,TziMa,HolmesOsborne,"drama,mystery,romance,thriller,war",The Quiet American,"BrendanFraser TziMa HolmesOsborne PhillipNoyce drama,mystery,romance,thriller,war american,french,saigon,vietnam,vietnamese"
GoreVerbinski,NicolasCage,HopeDavis,MichaelRispoli,"comedy,drama",The Weather Man,"NicolasCage HopeDavis MichaelRispoli GoreVerbinski comedy,drama corndog,failure,funeralintherain,newyorkcity,weatherman"
WalterHill,FisherStevens,WesStudi,JonSeda,"action,crime,drama,sport",Undisputed,"FisherStevens WesStudi JonSeda WalterHill action,crime,drama,sport boxing,fight,heavyweightchampion,iceman,prison"
DavidKoepp,AasifMandvi,DequinaMoore,JordanCarlos,"comedy,drama,fantasy,romance",Ghost Town,"AasifMandvi DequinaMoore JordanCarlos DavidKoepp comedy,drama,fantasy,romance bouquetofroses,brightlight,cardiopulmonaryresuscitation,ghost,whiterose"
RennyHarlin,TaylorCole,AshleyScott,NickGomez,"action,crime,thriller",12 Rounds,"TaylorCole AshleyScott NickGomez RennyHarlin action,crime,thriller 2000s,detective,sadist,terrorism,terrorist"
MattReeves,ChloëGraceMoretz,DylanMinnette,KodiSmit-McPhee,"drama,fantasy,horror,mystery",Let Me In,"ChloëGraceMoretz DylanMinnette KodiSmit-McPhee MattReeves drama,fantasy,horror,mystery blood,boy,night,school,vampire"
CharlesT.Kanganis,VictorWong,DustinNguyen,DonStark,"action,comedy,family",3 Ninjas Kick Back,"VictorWong DustinNguyen DonStark CharlesT.Kanganis action,comedy,family 1990s,dagger,japan,mousetrap,stickfight"
MichelGondry,QuintonAaron,MiaFarrow,MelonieDiaz,comedy,Be Kind Rewind,"QuintonAaron MiaFarrow MelonieDiaz MichelGondry comedy friend,powerplant,sabotage,storeclerk,videostore"
StephenFrears,BobHoskins,ChristopherGuest,SarahSolemani,"comedy,drama,music,war",Mrs Henderson Presents,"BobHoskins ChristopherGuest SarahSolemani StephenFrears comedy,drama,music,war antisemitism,breasts,chamberlain,friend,theatre"
JohnHillcoat,KateWinslet,NormanReedus,CliftonCollinsJr.,"action,crime,drama,thriller",Triple 9,"KateWinslet NormanReedus CliftonCollinsJr. JohnHillcoat action,crime,drama,thriller betrayal,corruptcop,heist,murderofapoliceofficer,policedetective"
WoodyAllen,WoodyAllen,LynnCohen,JudyDavis,comedy,Deconstructing Harry,"WoodyAllen LynnCohen JudyDavis WoodyAllen comedy marriage,novelist,pantiespulleddown,writer'sblock,writing"
DamonSantostefano,MatthewPerry,OliverPlatt,DavidRamsey,"comedy,romance",Three to Tango,"MatthewPerry OliverPlatt DavidRamsey DamonSantostefano comedy,romance architect,award,farce,love,misunderstanding"
JohnWells,BradleyCooper,OmarSy,RiccardoScamarcio,"comedy,drama",Burnt,"BradleyCooper OmarSy RiccardoScamarcio JohnWells comedy,drama chef,gaykiss,michelinstar,restaurant,violentbehavior"
NeilJordan,RobertDeNiro,DemiMoore,JamesRusso,"comedy,crime",We're No Angels,"RobertDeNiro DemiMoore JamesRusso NeilJordan comedy,crime con,convict,escape,police,priest"
WoodyAllen,NatashaLyonne,GabyHoffmann,JeffDeRocker,"comedy,musical,romance",Everyone Says I Love You,"NatashaLyonne GabyHoffmann JeffDeRocker WoodyAllen comedy,musical,romance engagement,grandfather,liberal,maid,song"
FrankOz,PeterDinklage,EwenBremner,KrisMarshall,comedy,Death at a Funeral,"PeterDinklage EwenBremner KrisMarshall FrankOz comedy endcreditsrollcall,fourwordtitle,funeral,secret,uncle"
JamesWan,AishaTyler,KellyPreston,EdiGathegi,"action,crime,thriller",Death Sentence,"AishaTyler KellyPreston EdiGathegi JamesWan action,crime,thriller blood,death,gang,murder,revenge"
KirkJones,RobertDeNiro,JamesFrain,BrendanSextonIII,"adventure,drama",Everybody's Fine,"RobertDeNiro JamesFrain BrendanSextonIII KirkJones adventure,drama bustrip,parentallove,retirement,surprisevisit,trainride"
BobClark,ScottBaio,VanessaAngel,PeterWingfield,"comedy,family,sci-fi",Superbabies: Baby Geniuses 2,"ScottBaio VanessaAngel PeterWingfield BobClark comedy,family,sci-fi computer,goodversusevil,mindcontrol,scienceexperiment,sequel"
LesMayfield,CallumRennie,WillPatton,CedrictheEntertainer,"action,comedy,crime",Code Name: The Cleaner,"CallumRennie WillPatton CedrictheEntertainer LesMayfield action,comedy,crime comicviolence,handtohandcombat,kungfu,talkingtoselfinmirror,violence"
MichaelLembeck,DebbieReynolds,NiaVardalos,DashMihok,"comedy,crime,music",Connie and Carla,"DebbieReynolds NiaVardalos DashMihok MichaelLembeck comedy,crime,music boxofficeflop,dragqueen,genderdisguise,mafia,witness"
BobFosse,SammyDavisJr.,RicardoMontalban,BenVereen,"comedy,drama,music,musical,romance",Sweet Charity,"SammyDavisJr. RicardoMontalban BenVereen BobFosse comedy,drama,music,musical,romance charity,dancer,foreignlanguageadaptation,hope,taxidancer"
PaulThomasAnderson,MartinDew,KatherineWaterston,SerenaScottThomas,"comedy,crime,drama,mystery,romance",Inherent Vice,"MartinDew KatherineWaterston SerenaScottThomas PaulThomasAnderson comedy,crime,drama,mystery,romance 1960s,basedonnovel,exboyfriendexgirlfriendrelationship,southerncalifornia,voiceovernarration"
DaveBorthwick,JimmyFallon,KylieMinogue,JonStewart,"adventure,animation,comedy,family,fantasy",Doogal,"JimmyFallon KylieMinogue JonStewart DaveBorthwick adventure,animation,comedy,family,fantasy diamond,lava,magic,mountain,sorcerer"
BensonLee,ChrisBrown,CaityLotz,LazAlonso,"drama,music",Battle of the Year,"ChrisBrown CaityLotz LazAlonso BensonLee drama,music 3dimensional,boxofficeflop,criticallybashed,dancing"
unknown,LeVarBurton,EricMcCormack,ScottWolf,"crime,drama,mystery,thriller",Perception,"LeVarBurton EricMcCormack ScottWolf unknown crime,drama,mystery,thriller unknown"
DavidZucker,ChrissAnglin,GeoffreyArend,GaryColeman,"comedy,fantasy",An American Carol,"ChrissAnglin GeoffreyArend GaryColeman DavidZucker comedy,fantasy arabstereotype,boxofficeflop,documentaryfilmmaker,filmmaker,terrorist"
RobertRodriguez,AlexaPenaVega,DemiánBichir,MarkoZaror,"action,comedy,crime,thriller",Machete Kills,"AlexaPenaVega DemiánBichir MarkoZaror RobertRodriguez action,comedy,crime,thriller armsdealer,battle,bomb,machete,missile"
GlenMorgan,LauraHarring,TyOlsson,JackieBurroughs,"drama,horror,sci-fi,thriller",Willard,"LauraHarring TyOlsson JackieBurroughs GlenMorgan drama,horror,sci-fi,thriller atwork,rat,revenge,vermin,work"
FredWolf,KevinAlejandro,AshleyScott,JeffGarlin,"adventure,comedy",Strange Wilderness,"KevinAlejandro AshleyScott JeffGarlin FredWolf adventure,comedy bigfoot,criticallybashed,ecuador,friend,tvshow"
MikeLeigh,JimBroadbent,DexterFletcher,LesleyManville,"biography,comedy,drama,history,music,musical",Topsy-Turvy,"JimBroadbent DexterFletcher LesleyManville MikeLeigh biography,comedy,drama,history,music,musical 19thcentury,exhibition,gilbertandsullivan,gilbertandsullivan'sprincessida,japanese"
AlejandroMonteverde,TomWilkinson,Cary-HiroyukiTagawa,MichaelRapaport,"drama,war",Little Boy,"TomWilkinson Cary-HiroyukiTagawa MichaelRapaport AlejandroMonteverde drama,war unknown"
DavidCronenberg,MichaelFassbender,ViggoMortensen,SarahGadon,"biography,drama,thriller",A Dangerous Method,"MichaelFassbender ViggoMortensen SarahGadon DavidCronenberg biography,drama,thriller carljung,patient,psychoanalysis,russian,sigmundfreud"
RichardLinklater,RobertDowneyJr.,KeanuReeves,RoryCochrane,"animation,drama,mystery,sci-fi,thriller",A Scanner Darkly,"RobertDowneyJr. KeanuReeves RoryCochrane RichardLinklater animation,drama,mystery,sci-fi,thriller detective,drugs,substanced,undercover,undercovercop"
MichaelApted,GerardButler,AbigailSpencer,LevenRambin,"biography,drama,sport",Chasing Mavericks,"GerardButler AbigailSpencer LevenRambin MichaelApted biography,drama,sport boxofficeflop,noopeningcredits,surfing,twowordtitle,year1987"
UweBoll,CatherineLoughHaggquist,DarrenShahlavi,KarinKonoval,"horror,sci-fi",Alone in the Dark,"CatherineLoughHaggquist DarrenShahlavi KarinKonoval UweBoll horror,sci-fi artifact,creature,darkness,demon,museum"
ToddGraff,ScottPorter,CharlieSaxton,RyanDonowho,"comedy,drama,family,music,romance",Bandslam,"ScottPorter CharlieSaxton RyanDonowho ToddGraff comedy,drama,family,music,romance battleofthebands,highschool,rock'n'roll,school,teenager"
JonathanGlazer,CameronBright,AnneHeche,DannyHuston,"drama,mystery,romance,thriller",Birth,"CameronBright AnneHeche DannyHuston JonathanGlazer drama,mystery,romance,thriller birthday,boy,deadhusband,death,widow"
J.C.Chandor,DavidOyelowo,AshleyWilliams,AlbertBrooks,"action,crime,drama,thriller",A Most Violent Year,"DavidOyelowo AshleyWilliams AlbertBrooks J.C.Chandor action,crime,drama,thriller americandream,immigrant,newyorkcity,oil,violence"
PaulGross,LandonLiboiron,MichaelGreyeyes,CarolineDhavernas,"drama,history,romance,war",Passchendaele,"LandonLiboiron MichaelGreyeyes CarolineDhavernas PaulGross drama,history,romance,war battle,canadianarmedforces,canadiansoldier,directedbystar,veteran"
MarcAbraham,DylanAuthors,BillLake,VictoriaLearn,"biography,drama",Flash of Genius,"DylanAuthors BillLake VictoriaLearn MarcAbraham biography,drama flashofgenius,genius,intellectualproperty,professor,university"
ToddHaynes,ChristianBale,HeathLedger,TyroneBenskin,"biography,drama,music",I'm Not There.,"ChristianBale HeathLedger TyroneBenskin ToddHaynes biography,drama,music 1960s,actor,horsebackriding,reporter,ridingtherails"
MabroukElMechri,HenryCavill,BruceWillis,ÓscarJaenada,"action,thriller",The Cold Light of Day,"HenryCavill BruceWillis ÓscarJaenada MabroukElMechri action,thriller drivingacardownstairs,ducttapegag,heldcaptive,murderofapoliceofficer,sailing"
RianJohnson,ZacharyGordon,MaximilianSchell,NoraZehetner,"adventure,comedy,drama,romance",The Brothers Bloom,"ZacharyGordon MaximilianSchell NoraZehetner RianJohnson adventure,comedy,drama,romance conman,eccentric,heiress,love,revenge"
CharlieKaufman,PhilipSeymourHoffman,JenniferJasonLeigh,SamanthaMorton,"comedy,drama,romance","Synecdoche, New York","PhilipSeymourHoffman JenniferJasonLeigh SamanthaMorton CharlieKaufman comedy,drama,romance actress,director,play,theatredirector,warehouse"
HayaoMiyazaki,MinnieDriver,JadaPinkettSmith,BillyCrudup,"adventure,animation,fantasy",Princess Mononoke,"MinnieDriver JadaPinkettSmith BillyCrudup HayaoMiyazaki adventure,animation,fantasy anime,cultfilm,forest,princess,studioghibli"
Jean-PaulRappeneau,IsabelleAdjani,PeterCoyote,VirginieLedoyen,"comedy,drama,mystery,romance,thriller,war",Bon voyage,"IsabelleAdjani PeterCoyote VirginieLedoyen Jean-PaulRappeneau comedy,drama,mystery,romance,thriller,war actress,bordeaux,german,heavywater,nazi"
NancyWalker,SteveGuttenberg,RandyJones,CaitlynJenner,"biography,comedy,musical",Can't Stop the Music,"SteveGuttenberg RandyJones CaitlynJenner NancyWalker biography,comedy,musical malefrontalnudity,malefullfrontalnudity,malenudity,malerearnudity,newyorkcity"
JohnHillcoat,RayWinstone,NoahTaylor,DannyHuston,"crime,drama,western",The Proposition,"RayWinstone NoahTaylor DannyHuston JohnHillcoat crime,drama,western aborigine,foreboding,gang,hideout,outlaw"
AngeloPizzo,DonnyBoaz,FinnWittrock,BrentAnderson,"biography,drama,sport",Courage,"DonnyBoaz FinnWittrock BrentAnderson AngeloPizzo biography,drama,sport coach,football,footballmovie,footballteam,highschoolsweethearts"
RichardBenjamin,DamonWayans,JaneKrakowski,PaulaGarcés,"comedy,music",Marci X,"DamonWayans JaneKrakowski PaulaGarcés RichardBenjamin comedy,music femaleprotagonist,hiphop,jewishamericanprincess,rapper,recordlabel"
KurtWimmer,ChristianBale,EmilyWatson,SeanPertwee,"action,drama,sci-fi,thriller",Equilibrium,"ChristianBale EmilyWatson SeanPertwee KurtWimmer action,drama,sci-fi,thriller cleric,dystopia,fascist,law,neonoir"
RogerSpottiswoode,RadhaMitchell,GuangLi,MatthewWalker,"drama,war",The Children of Huang Shi,"RadhaMitchell GuangLi MatthewWalker RogerSpottiswoode drama,war british,communist,journalist,nurse,orphan"
